epoch,loss,mae,res_mean,res_std,res_min,res_max,res_q25,res_q75
50,0.00402208286910676,2.723144054412842,-0.5642732977867126,0.056532714515924454,-0.7967661023139954,-0.38711023330688477,-0.6066741347312927,-0.5238076448440552
51,0.004020250133740215,2.7231860160827637,-0.5641972422599792,0.05592001602053642,-0.7954899668693542,-0.3902251720428467,-0.6061217188835144,-0.5242931842803955
52,0.0040195489284367515,2.723134756088257,-0.5644747614860535,0.0553281344473362,-0.7951348423957825,-0.39345070719718933,-0.6057752370834351,-0.5249756574630737
53,0.004017878556624055,2.722818613052368,-0.5659084916114807,0.054788779467344284,-0.7966830134391785,-0.39771395921707153,-0.6068382859230042,-0.5266352295875549
54,0.004016736746192551,2.7229268550872803,-0.5652053952217102,0.05408893898129463,-0.7942550182342529,-0.4004359841346741,-0.6054972410202026,-0.5263891220092773
55,0.004015461586487408,2.722768545150757,-0.5662273168563843,0.05353038012981415,-0.7943440675735474,-0.4044196605682373,-0.6058022975921631,-0.5275297164916992
56,0.0040143635213518375,2.7227773666381836,-0.5660352110862732,0.05283591151237488,-0.7925962209701538,-0.40764737129211426,-0.6051438450813293,-0.5277440547943115
57,0.004012837809009047,2.7226953506469727,-0.5663798451423645,0.05218014493584633,-0.791790783405304,-0.41131502389907837,-0.605037271976471,-0.5285410284996033
58,0.0040116008693495625,2.7224888801574707,-0.5670611262321472,0.05151557922363281,-0.791169285774231,-0.4150580167770386,-0.6051503419876099,-0.5296642780303955
59,0.004010603404962099,2.722292423248291,-0.5674889087677002,0.05078590661287308,-0.7899655699729919,-0.41879504919052124,-0.60496985912323,-0.5304560661315918
60,0.004009029416080851,2.7221944332122803,-0.5679055452346802,0.05009504035115242,-0.7886391878128052,-0.4226072430610657,-0.6049882769584656,-0.5312670469284058
61,0.00400778533031161,2.7221155166625977,-0.5678951144218445,0.04931262135505676,-0.786906361579895,-0.42609116435050964,-0.6044314503669739,-0.5316932201385498
62,0.004006389215087088,2.7217326164245605,-0.5693262815475464,0.04858338087797165,-0.7867110371589661,-0.4307418465614319,-0.6054264903068542,-0.5334122180938721
63,0.004004858622255807,2.7216315269470215,-0.5696361064910889,0.0477994941174984,-0.7852780818939209,-0.4341713488101959,-0.605019748210907,-0.534042477607727
64,0.004004048989512599,2.7216057777404785,-0.5694747567176819,0.04696407541632652,-0.7827882766723633,-0.43692564964294434,-0.6043061017990112,-0.5344691872596741
65,0.004002938844048633,2.721210241317749,-0.570898711681366,0.046087220311164856,-0.7826786041259766,-0.4407914876937866,-0.6050199270248413,-0.5363016128540039
66,0.004001345745144555,2.7210910320281982,-0.5708085298538208,0.045132074505090714,-0.7796711325645447,-0.4436473250389099,-0.6041895151138306,-0.5368430614471436
67,0.0039998221730526825,2.7209229469299316,-0.5712698698043823,0.04418556019663811,-0.777759313583374,-0.44678983092308044,-0.6039168238639832,-0.5377451181411743
68,0.003998046176722989,2.721543312072754,-0.5714075565338135,0.04229098930954933,-0.7768973112106323,-0.451282799243927,-0.6017047166824341,-0.5390675663948059
69,0.003994271239767281,2.721579074859619,-0.5733019709587097,0.04037252441048622,-0.781021237373352,-0.45766937732696533,-0.601128339767456,-0.5429402589797974
70,0.003991615716726161,2.7215118408203125,-0.5730626583099365,0.03861873224377632,-0.778963565826416,-0.4600280225276947,-0.5989413261413574,-0.5443741083145142
71,0.003989025816106453,2.720245122909546,-0.5747324824333191,0.036631785333156586,-0.7643972635269165,-0.46238428354263306,-0.5985274910926819,-0.5481839179992676
72,0.003986041177995503,2.7186238765716553,-0.5769363641738892,0.03464888781309128,-0.7453933358192444,-0.46487516164779663,-0.5987171530723572,-0.5534494519233704
73,0.00398343364493205,2.7174153327941895,-0.5780704021453857,0.032990530133247375,-0.7332103252410889,-0.46687179803848267,-0.5986350774765015,-0.557359516620636
74,0.003981182145742843,2.7159583568573,-0.5798070430755615,0.03154502436518669,-0.7245633006095886,-0.46870702505111694,-0.5988345146179199,-0.5610214471817017
75,0.003979274707559783,2.7146313190460205,-0.5816847085952759,0.03036370314657688,-0.7183759808540344,-0.4706892967224121,-0.5996996164321899,-0.5644190311431885
76,0.003977797853832061,2.713365316390991,-0.58320152759552,0.029412349686026573,-0.7130675911903381,-0.47249001264572144,-0.6008610725402832,-0.5667707920074463
77,0.003975818596350459,2.7122550010681152,-0.5851047039031982,0.028735030442476273,-0.7069975137710571,-0.4752247631549835,-0.6024719476699829,-0.56875079870224
78,0.003974209029155855,2.7114124298095703,-0.5873889327049255,0.028178773820400238,-0.7041692733764648,-0.4786095917224884,-0.6044399738311768,-0.5712727308273315
79,0.00397260665284613,2.7111661434173584,-0.5883887410163879,0.027459070086479187,-0.7012300491333008,-0.481501966714859,-0.6050159931182861,-0.5727336406707764
