site,resolution,mode,model,seed,n_train,n_test,MAE,RMSE,R2,epochs,batch,train_s
CO,60,forecast,LSTM,5,89,15,5.399890422821045,7.533398333693869,0.4564648270606994,175,32,13.8
CO,60,forecast,LSTM,6,89,15,5.330265522003174,6.702003794269176,0.5698151588439941,200,32,18.4
CO,60,forecast,LSTM,7,89,15,7.276191234588623,9.477400551618588,0.1397508978843689,151,32,14.0
CO,60,forecast,LSTM,8,89,15,10.138631820678713,12.368635910918997,-0.4651746749877929,65,32,8.1
CO,60,forecast,LSTM,9,89,15,6.17984676361084,8.88239764450112,0.2443751692771911,200,32,17.1
CO,60,forecast,LSTM,10,89,15,10.179295539855955,12.490178636750144,-0.4941116571426391,58,32,6.3
CO,60,forecast,LSTM,11,89,15,6.326128959655762,8.248129430308492,0.3484365940093994,180,32,14.9
CO,60,forecast,LSTM,12,89,15,10.17491054534912,12.47808381457641,-0.4912195205688476,62,32,6.5
CO,60,forecast,LSTM,13,89,15,4.518947124481201,5.469890715293666,0.7134482860565186,190,32,15.7
CO,60,forecast,LSTM,14,89,15,6.130961894989014,8.824480719052962,0.2541970610618591,200,32,16.1
CO,60,forecast,LSTM,15,89,15,10.15972900390625,12.461707705428934,-0.4873079061508178,60,32,6.4
CO,60,forecast,LSTM,16,89,15,10.166462898254396,12.454673680364934,-0.4856294393539428,61,32,6.8
CO,60,forecast,LSTM,17,89,15,6.556800842285156,8.828867761203824,0.2534552812576294,132,32,12.5
CO,60,forecast,LSTM,18,89,15,10.247135162353516,12.688892607531548,-0.5420314073562622,64,32,7.3
CO,60,forecast,LSTM,19,89,15,10.173980712890623,12.470603862418184,-0.4894323348999023,73,32,8.4
CO,60,forecast,Hybrid,0,89,15,4.2920451164245605,5.458301262603581,0.7146612405776978,200,32,20.7
CO,60,forecast,Hybrid,1,89,15,3.9994070529937744,5.450496357004536,0.7154766321182251,200,32,20.0
CO,60,forecast,Hybrid,2,89,15,4.781341552734375,6.236980763689339,0.62744140625,169,32,16.4
