hidden_size,source,target,seed,transfer_mae,scratch_mae,gain
16,FL,OR,9,2.1771240234375,1.7749513387680054,-0.40217268466949463
16,OR,CO,0,2.884066581726074,2.1912643909454346,-0.6928021907806396
16,OR,CO,1,3.273494243621826,2.298149585723877,-0.9753446578979492
16,OR,CO,2,3.7024526596069336,3.2403464317321777,-0.46210622787475586
16,OR,CO,3,2.020956516265869,2.166107654571533,0.14515113830566406
16,OR,CO,4,2.777289867401123,2.0936760902404785,-0.6836137771606445
16,OR,CO,5,7.064924716949463,2.222238540649414,-4.842686176300049
16,OR,CO,6,2.706824779510498,2.1728391647338867,-0.5339856147766113
16,OR,CO,7,2.332880735397339,2.2611544132232666,-0.07172632217407227
16,OR,CO,8,2.456796407699585,3.4340240955352783,0.9772276878356934
16,OR,CO,9,2.1093835830688477,2.0280542373657227,-0.081329345703125
16,OR,FL,0,1.8671236038208008,1.9598945379257202,0.09277093410491943
16,OR,FL,1,4.527538299560547,6.127363204956055,1.5998249053955078
16,OR,FL,2,2.4447503089904785,2.663388967514038,0.21863865852355957
16,OR,FL,3,2.4319403171539307,2.895087718963623,0.4631474018096924
16,OR,FL,4,2.7100830078125,2.717341661453247,0.00725865364074707
16,OR,FL,5,2.235264539718628,2.514397621154785,0.2791330814361572
16,OR,FL,6,2.2007572650909424,2.073903799057007,-0.12685346603393555
16,OR,FL,7,1.9385828971862793,2.055020332336426,0.11643743515014648
16,OR,FL,8,3.140023946762085,3.0600574016571045,-0.07996654510498047
16,OR,FL,9,2.6696510314941406,2.616126537322998,-0.05352449417114258
32,CO,FL,0,2.0063316822052,1.982612133026123,-0.02371954917907715
32,CO,FL,1,4.594299793243408,7.752132415771484,3.157832622528076
32,CO,FL,2,2.018185615539551,1.7922519445419312,-0.22593367099761963
32,CO,FL,3,2.594083309173584,2.3444387912750244,-0.24964451789855957
32,CO,FL,4,3.2116782665252686,2.6831212043762207,-0.5285570621490479
32,CO,FL,5,2.2022266387939453,2.0852015018463135,-0.11702513694763184
32,CO,FL,6,2.7138514518737793,1.9380803108215332,-0.7757711410522461
32,CO,FL,7,2.3801956176757812,2.02626371383667,-0.35393190383911133
32,CO,FL,8,3.5412404537200928,3.3706085681915283,-0.17063188552856445
32,CO,FL,9,1.9965659379959106,2.252652168273926,0.25608623027801514
32,CO,OR,0,1.884023666381836,2.288158416748047,0.40413475036621094
32,CO,OR,1,1.7940921783447266,1.4835180044174194,-0.31057417392730713
32,CO,OR,2,1.7845759391784668,1.5384085178375244,-0.24616742134094238
32,CO,OR,3,2.5197789669036865,2.4595024585723877,-0.06027650833129883
32,CO,OR,4,3.4560747146606445,2.014244794845581,-1.4418299198150635
32,CO,OR,5,1.8252938985824585,1.6199729442596436,-0.20532095432281494
32,CO,OR,6,3.0667154788970947,5.2587385177612305,2.1920230388641357
32,CO,OR,7,3.853487253189087,3.1545605659484863,-0.6989266872406006
32,CO,OR,8,2.711066246032715,2.737990140914917,0.02692389488220215
32,CO,OR,9,2.527981758117676,2.6149632930755615,0.08698153495788574
32,FL,CO,0,3.711533308029175,2.8433592319488525,-0.8681740760803223
32,FL,CO,1,3.099865198135376,2.536935567855835,-0.562929630279541
32,FL,CO,2,4.097724437713623,2.835890293121338,-1.2618341445922852
32,FL,CO,3,2.355419874191284,2.1353659629821777,-0.22005391120910645
32,FL,CO,4,3.3439815044403076,2.105048894882202,-1.2389326095581055
32,FL,CO,5,5.925184726715088,2.246079683303833,-3.679105043411255
32,FL,CO,6,4.465751647949219,2.192131757736206,-2.2736198902130127
32,FL,CO,7,2.62351655960083,2.3353068828582764,-0.2882096767425537
32,FL,CO,8,2.637486696243286,3.991379976272583,1.3538932800292969
32,FL,CO,9,2.206021308898926,2.0367584228515625,-0.16926288604736328
32,FL,OR,0,2.78598690032959,2.1845338344573975,-0.6014530658721924
32,FL,OR,1,1.6455961465835571,1.7283129692077637,0.08271682262420654
32,FL,OR,2,1.9686487913131714,1.9009337425231934,-0.06771504878997803
32,FL,OR,3,2.384199619293213,2.6282196044921875,0.2440199851989746
32,FL,OR,4,1.917502760887146,1.9256134033203125,0.008110642433166504
