resolution,mode,model,seed,window,lag_min,n_train,n_test,MAE,RMSE,R2,epochs,batch,train_s
60,forecast,PG-ResMLP,0,0,60,2851,2494,3.132011651992798,4.310036881857698,0.8587398529052734,22,42,3.5
60,forecast,PG-ResMLP,1,0,60,2851,2494,3.0847604274749756,4.240223129447317,0.8632789850234985,23,42,3.7
60,forecast,PG-ResMLP,2,0,60,2851,2494,3.139296293258667,4.309965190348595,0.8587445020675659,23,42,3.4
60,forecast,PG-ResMLP,3,0,60,2851,2494,3.0700674057006836,4.197844524410479,0.8659982681274414,24,42,3.7
60,forecast,PG-ResMLP,4,0,60,2851,2494,3.104980945587158,4.259151479183599,0.8620556592941284,23,42,3.5
60,forecast,PG-ResMLP,5,0,60,2851,2494,3.0634169578552246,4.181427381370949,0.8670443296432495,24,42,3.7
60,forecast,PG-ResMLP,6,0,60,2851,2494,3.071690320968628,4.203941974867369,0.8656086921691895,24,42,7.3
60,forecast,PG-ResMLP,7,0,60,2851,2494,3.136486530303955,4.3077565518503675,0.8588892817497253,22,42,3.2
60,forecast,PG-ResMLP,8,0,60,2851,2494,3.1644461154937744,4.348426332503963,0.8562121987342834,22,42,3.1
60,forecast,PG-ResMLP,9,0,60,2851,2494,3.14656662940979,4.313487064347925,0.858513593673706,22,42,3.4
60,forecast,LSTM,0,6,0,1131,1045,2.3286561965942383,3.2650676050825163,0.9147351384162903,81,32,14.7
60,forecast,LSTM,1,6,0,1131,1045,2.3341023921966553,3.2851774416862565,0.9136816263198853,92,32,17.6
60,forecast,LSTM,2,6,0,1131,1045,2.3439977169036865,3.2847422589548287,0.913704514503479,77,32,14.9
60,forecast,LSTM,3,6,0,1131,1045,2.3577187061309814,3.297654624709014,0.9130246639251709,80,32,16.1
60,forecast,LSTM,4,6,0,1131,1045,2.3901915550231934,3.342796831553401,0.9106271266937256,66,32,16.7
60,forecast,LSTM,5,6,0,1131,1045,2.2877042293548584,3.1925602557560757,0.9184800386428833,86,32,29.9
60,forecast,LSTM,6,6,0,1131,1045,2.5255088806152344,3.495713606471394,0.9022634029388428,52,32,10.2
60,forecast,LSTM,7,6,0,1131,1045,2.4494051933288574,3.38494073114389,0.9083594083786011,67,32,11.9
60,forecast,LSTM,8,6,0,1131,1045,2.2889034748077393,3.190246147058374,0.9185981750488281,100,32,18.7
60,forecast,LSTM,9,6,0,1131,1045,2.346994161605835,3.263814469880117,0.9148005843162537,74,32,14.4
60,forecast,Hybrid,0,6,0,1131,1045,2.341392993927002,3.2488634616461542,0.9155793786048889,66,32,20.8
60,forecast,Hybrid,1,6,0,1131,1045,2.3618669509887695,3.3213249547825385,0.9117715954780579,48,32,85.1
60,forecast,Hybrid,2,6,0,1131,1045,2.4553327560424805,3.51387855384188,0.9012449979782104,42,32,27.5
60,forecast,Hybrid,3,6,0,1131,1045,2.3919875621795654,3.36124499416014,0.909637987613678,65,32,19.2
60,forecast,Hybrid,4,6,0,1131,1045,2.242863178253174,3.2279429588430513,0.9166631102561951,67,32,18.9
60,forecast,Hybrid,5,6,0,1131,1045,2.4710371494293213,3.3703752549880903,0.9091464281082153,82,32,30.6
60,forecast,Hybrid,6,6,0,1131,1045,2.301074743270874,3.241544434531929,0.9159592986106873,73,32,24.1
60,forecast,Hybrid,7,6,0,1131,1045,2.315871477127075,3.253716178187748,0.9153270125389099,54,32,18.8
60,forecast,Hybrid,8,6,0,1131,1045,2.6404967308044434,3.6623692616117287,0.8927221894264221,52,32,18.5
60,forecast,Hybrid,9,6,0,1131,1045,2.174278497695923,3.1942253221924632,0.9183949828147888,91,32,42.7
30,nowcast,Faiman,-1,0,0,7208,6279,2.295613340233488,2.8033764371866843,0.9490422591031192,0,0,0.0
30,nowcast,PG-ResMLP,0,0,30,7208,6279,1.272094964981079,1.6490426060277372,0.9823676347732544,200,108,32.8
30,nowcast,PG-ResMLP,1,0,30,7208,6279,1.2717233896255493,1.6462912666866325,0.9824264049530029,200,108,29.7
30,nowcast,PG-ResMLP,2,0,30,7208,6279,1.3040711879730225,1.7095070350325932,0.9810508489608765,35,108,38.2
30,nowcast,PG-ResMLP,3,0,30,7208,6279,1.2986159324645996,1.6728013226502496,0.9818558692932129,199,108,112.2
30,nowcast,PG-ResMLP,4,0,30,7208,6279,1.2749686241149902,1.6502758460226272,0.9823412299156189,200,108,22.8
30,nowcast,PG-ResMLP,5,0,30,7208,6279,1.270646333694458,1.6479510271980817,0.9823909401893616,200,108,23.9
30,nowcast,PG-ResMLP,6,0,30,7208,6279,1.3465694189071655,1.7157138711115014,0.9809130430221558,200,108,34.6
30,nowcast,PG-ResMLP,7,0,30,7208,6279,1.3081188201904297,1.6861460163470403,0.9815652370452881,200,108,25.0
30,nowcast,PG-ResMLP,8,0,30,7208,6279,1.2807161808013916,1.656265906491461,0.9822127819061279,200,108,24.9
30,nowcast,PG-ResMLP,9,0,30,7208,6279,1.2953786849975586,1.672465140032163,0.9818631410598755,200,108,24.9
30,nowcast,LSTM,0,6,0,5389,4706,1.2701643705368042,1.650556025596839,0.9801397919654846,174,80,51.0
