method,fl_labels,FL_MAE,OR_MAE,CO_MAE
NExT-PINN-v2-P1-zs,False,3.9068777561187744,2.3479597568511963,10.283608436584473
NExT-PINN-v2-P2-labelFree,False,14.311470985412598,7.137825012207031,10.283608436584473
