Method,FL_labels_used,FL_MAE,OR_MAE,CO_MAE
NExT-PINN Phase1 (zero-shot),False,4.34843635559082,2.4594664573669434,2.1277763843536377
NExT-PINN Phase2 (label-free),False,10.83378791809082,6.404568195343018,8.504555702209473
