datetime,elapsed_sec,lux,GHI,T_ambient,RH,T_module,WS,T_Faiman,GHI_lag,Faiman_error,ALLSKY_SFC_SW_DWN,WS_source,T_Faiman_ws_real,Faiman_ws_real_error
2026-04-16 13:04:00.000,240.0,5374.0,44.78333333333333,37.3,58.2,38.6,1.52,38.49231451899183,0.0,-0.1076854810081684,,NASA_POWER,38.531339726951444,-0.06866027304855749
2026-04-16 13:04:00.000,240.0,4211.9,35.09916666666666,37.5,57.7,39.0,1.52,38.43448260560881,0.0,-0.5655173943911933,,NASA_POWER,38.46506881204816,-0.534931187951841
2026-04-16 13:05:00.000,300.0,7474.3,62.285833333333336,39.4,54.7,42.0,1.52,41.05830227192048,0.0,-0.941697728079518,,NASA_POWER,41.112579553619874,-0.8874204463801263
2026-04-16 13:05:00.000,300.0,5849.2,48.74333333333333,37.6,57.9,38.5,1.52,38.89774582889599,0.0,0.3977458288959923,,NASA_POWER,38.94022187027994,0.44022187027994164
2026-04-16 13:05:00.000,300.0,3820.1,31.834166666666665,37.6,57.5,38.9,1.52,38.447555023074194,0.0,-0.4524449769258041,,NASA_POWER,38.47529603478363,-0.42470396521636644
2026-04-16 13:06:00.000,360.0,8138.5,67.82083333333333,39.2,55.2,41.8,1.52,41.00566648917288,0.0,-0.7943335108271157,,NASA_POWER,41.064767094863114,-0.7352329051368827
2026-04-16 13:06:00.000,360.0,4213.7,35.11416666666666,37.3,58.2,38.8,1.52,38.23488196663117,0.0,-0.565118033368833,,NASA_POWER,38.265481244409244,-0.5345187555907529
2026-04-16 13:07:00.000,420.0,7830.7,65.25583333333333,39.2,55.4,41.9,1.52,40.9373757543486,0.0,-0.9626242456513978,,NASA_POWER,40.99424116111625,-0.9057588388837488
2026-04-16 13:07:00.000,420.0,4424.2,36.86833333333333,37.2,58.4,38.5,1.52,38.18158501952432,0.0,-0.3184149804756799,,NASA_POWER,38.21371291774816,-0.28628708225183885
2026-04-16 13:07:00.465,420.465,5724.2,47.70166666666667,38.4,56.3,38.6,1.52,39.67001242456514,0.0,1.0700124245651352,,NASA_POWER,39.71158073409294,1.1115807340929393
2026-04-16 13:08:00.000,480.0,9441.2,78.67666666666668,39.5,55.0,41.9,1.52,41.59469293574725,0.0,-0.3053070642527515,,NASA_POWER,41.663253559749535,-0.23674644025046376
2026-04-16 13:08:00.000,480.0,4071.0,33.925,37.1,58.6,38.5,1.52,38.00322151224707,0.0,-0.4967784877529269,,NASA_POWER,38.03278452333817,-0.4672154766618277
2026-04-16 13:09:00.000,540.0,3981.7,33.18083333333333,37.1,58.9,38.4,1.52,37.98340876819312,0.0,-0.4165912318068834,,NASA_POWER,38.01232329564618,-0.3876767043538152
2026-04-16 13:09:00.000,540.0,10727.6,89.39666666666668,40.3,53.3,41.8,1.52,42.68010294639687,0.0,0.8801029463968746,,NASA_POWER,42.75800522047717,0.9580052204771761
2026-04-16 13:09:01.905,541.905,5575.8,46.465,38.4,56.2,39.0,1.52,39.63708732694356,0.0,0.6370873269435577,,NASA_POWER,39.67757797721173,0.6775779772117332
2026-04-16 13:10:00.000,600.0,9951.4,82.92833333333333,40.8,52.4,42.2,1.52,43.00788959886404,0.0,0.8078895988640369,,NASA_POWER,43.08015522121038,0.88015522121038
2026-04-16 13:10:00.000,600.0,4062.0,33.85,36.9,59.3,38.2,1.52,37.80122470713525,0.0,-0.3987752928647552,,NASA_POWER,37.83072236153271,-0.36927763846729533
2026-04-16 13:10:01.905,601.905,5677.3,47.310833333333335,38.4,56.3,39.3,1.52,39.65960685126021,0.0,0.3596068512602102,,NASA_POWER,39.700834579795576,0.40083457979557835
2026-04-16 13:11:00.000,660.0,4287.9,35.732499999999995,37.0,59.3,38.1,1.52,37.95134451544196,39.53666666666666,-0.1486554845580414,,NASA_POWER,37.98248262284985,-0.11751737715015054
2026-04-16 13:11:00.000,660.0,9709.4,80.91166666666666,40.4,53.3,41.8,1.52,42.55419772807952,26.199166666666667,0.754197728079518,,NASA_POWER,42.62470598155236,0.8247059815523627
2026-04-16 13:11:01.905,661.905,5656.1,47.13416666666667,38.3,56.5,39.1,1.52,39.55490326588569,39.208333333333336,0.4549032658856902,,NASA_POWER,39.595977043098266,0.4959770430982644
2026-04-16 13:12:00.000,720.0,4746.0,39.55,37.3,58.5,38.0,1.52,38.35298189563365,90.41,0.352981895633647,,NASA_POWER,38.38744665874796,0.3874466587479617
2026-04-16 13:12:00.000,720.0,9259.6,77.16333333333334,38.8,55.7,41.0,1.52,40.85440184593539,26.121666666666663,-0.1455981540646078,,NASA_POWER,40.92164371709706,-0.07835628290293783
2026-04-16 13:12:01.905,721.905,5283.7,44.03083333333333,38.1,56.7,39.2,1.52,39.27227990770323,27.68,0.0722799077032263,,NASA_POWER,39.31064937016996,0.11064937016995913
2026-04-16 13:13:00.000,780.0,4901.7,40.8475,37.7,57.6,38.0,1.52,38.78752662406816,40.73916666666666,0.7875266240681569,,NASA_POWER,38.823122057982495,0.8231220579824949
2026-04-16 13:13:00.000,780.0,7246.1,60.384166666666665,38.4,56.6,41.1,1.52,40.00767216897408,89.13416666666667,-1.0923278310259192,,NASA_POWER,40.060292295396884,-1.0397077046031171
2026-04-16 13:13:01.905,781.905,5446.0,45.38333333333333,37.7,57.6,39.2,1.52,38.908288959886406,94.28,-0.2917110401135971,,NASA_POWER,38.94783702139516,-0.2521629786048436
2026-04-16 13:14:00.000,840.0,6814.0,56.78333333333333,38.4,56.8,41.3,1.52,39.91180333688321,42.67583333333334,-1.388196663116787,,NASA_POWER,39.96128561582567,-1.3387143841743239
2026-04-16 13:14:00.000,840.0,4141.9,34.51583333333333,37.7,57.8,38.2,1.52,38.61895189918353,31.5825,0.4189518991835257,,NASA_POWER,38.64902977578344,0.44902977578343695
2026-04-16 13:14:01.905,841.905,5626.0,46.88333333333333,38.2,56.7,39.3,1.52,39.44822506212283,74.55749999999999,0.1482250621228331,,NASA_POWER,39.48908025750444,0.18908025750444324
2026-04-16 13:15:00.000,900.0,3913.3,32.61083333333333,37.4,58.4,38.2,1.52,38.26823304934327,44.78333333333333,0.0682330493432701,,NASA_POWER,38.296650865924654,0.09665086592465144
2026-04-16 13:15:00.000,900.0,7216.9,60.140833333333326,38.2,57.0,40.9,1.52,39.8011936457224,35.09916666666666,-1.098806354277599,,NASA_POWER,39.85360172598361,-1.04639827401639
2026-04-16 13:15:01.905,901.905,5527.5,46.0625,38.3,56.5,39.4,1.52,39.52637113951011,62.285833333333336,0.1263711395101125,,NASA_POWER,39.56651104218908,0.16651104218907875
2026-04-16 13:16:00.000,960.0,3814.1,31.784166666666664,37.0,59.1,38.1,1.52,37.84622381966632,48.74333333333333,-0.2537761803336877,,NASA_POWER,37.873921260246654,-0.2260787397533477
2026-04-16 13:16:00.000,960.0,7680.8,64.00666666666666,38.2,57.0,40.5,1.52,39.90411785587505,31.834166666666665,-0.5958821441249498,,NASA_POWER,39.9598947106008,-0.5401052893992002
2026-04-16 13:16:01.905,961.905,5403.5,45.02916666666667,37.9,57.1,39.3,1.52,39.09885960241392,67.82083333333333,-0.2011403975860801,,NASA_POWER,39.13809903509158,-0.1619009649084191
2026-04-16 13:17:00.000,1020.0,3877.8,32.315,36.9,59.6,38.1,1.52,37.76035676251331,35.11416666666666,-0.3396432374866904,,NASA_POWER,37.788516783247545,-0.3114832167524568
2026-04-16 13:17:00.000,1020.0,8174.1,68.1175,38.0,57.3,40.3,1.52,39.8135649627263,65.25583333333333,-0.4864350372736936,,NASA_POWER,39.87292409044917,-0.42707590955082964
2026-04-16 13:17:01.905,1021.905,5115.8,42.63166666666667,38.1,56.9,39.4,1.52,39.23502839900603,36.86833333333333,-0.1649716009939652,,NASA_POWER,39.27217859604358,-0.1278214039564176
2026-04-16 13:18:00.000,1080.0,10919.0,90.99166666666666,38.8,55.8,40.4,1.52,41.22256833510827,47.70166666666667,0.8225683351082722,,NASA_POWER,41.3018605282067,0.9018605282067043
2026-04-16 13:18:00.000,1080.0,4152.9,34.607499999999995,37.0,59.5,38.0,1.52,37.92139243876464,78.67666666666668,-0.0786075612353585,,NASA_POWER,37.951550195767894,-0.04844980423210643
2026-04-16 13:18:01.905,1081.905,4638.5,38.65416666666667,37.8,57.4,39.3,1.52,38.82913116790912,33.925,-0.4708688320908791,,NASA_POWER,38.86281528162714,-0.4371847183728548
2026-04-16 13:19:00.000,1140.0,4746.9,39.5575,37.3,58.8,37.9,1.52,38.353181576144834,33.18083333333333,0.4531815761448357,,NASA_POWER,38.387652874928506,0.4876528749285072
2026-04-16 13:19:00.000,1140.0,11750.3,97.91916666666664,39.9,53.5,40.8,1.52,42.50700656727015,89.39666666666668,1.7070065672701489,,NASA_POWER,42.592335540304724,1.7923355403047267
2026-04-16 13:19:01.905,1141.905,4347.3,36.2275,37.5,58.1,39.3,1.52,38.46452342917998,46.465,-0.8354765708200205,,NASA_POWER,38.496092890765915,-0.8039071092340819
